Ann‚e faits;Montant total;Date faits;Cat‚gorie;Langue;RŠglement;Infractions;Lieu
2020;58,00 ?;15-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.9ø;Chauss‚e de Wavre, 1860 1160 AUDERGHEM
2020;58,00 ?;15-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.9ø;Chauss‚e de Wavre, 1860 1160 AUDERGHEM
2020;58,00 ?;15-02-20;Stationnement;Fran‡ais;Code de la route;25.1.9ø;Chauss‚e de Wavre 1860, 1160 AUDERGHEM
2020;58,00 ?;15-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.9ø;Chauss‚e de Wavre, 1860 1160 AUDERGHEM
2020;58,00 ?;15-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.9ø;Chauss‚e de Wavre 1860, 1160 AUDERGHEM
2020;58,00 ?;15-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.9ø;Chauss‚e de Wavre, 1860 1160 AUDERGHEM
2020;58,00 ?;15-02-20;Stationnement;N‚erlandais;AUDERGHEM-RGP;25.1.9ø;Waverse steenweg, 1860 1160 AUDERGHEM
2020;58,00 ?;15-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.9ø;Chauss‚e de Wavre, 1860 1160 AUDERGHEM
2020;58,00 ?;15-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.9ø;Chauss‚e de Wavre, 1860 1160 AUDERGHEM
2020;58,00 ?;15-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.9ø;Chauss‚e de Wavre 1860, 1160 AUDERGHEM
2020;58,00 ?;15-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.9ø;Chauss‚e de Wavre, 1860 1160 AUDERGHEM
2020;58,00 ?;15-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.9ø;Chauss‚e de Wavre, 1860 1160 AUDERGHEM
2020;58,00 ?;15-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.9ø;Chauss‚e de Wavre, 1860 1160 AUDERGHEM
2020;58,00 ?;15-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.9ø;Chauss‚e de Wavre, 1860 1160 AUDERGHEM
2020;58,00 ?;15-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.9ø;Chauss‚e de Wavre, 1860 1160 AUDERGHEM
2020;58,00 ?;15-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.9ø;Chauss‚e de Wavre, 1860 1160 AUDERGHEM
2020;175,00 ?;15-02-20;Administrative;Fran‡ais;Code de la route;11;Avenue de la H‚ronniŠre BAV, 1160 AUDERGHEM
2020;58,00 ?;17-02-20;Stationnement;N‚erlandais;AUDERGHEM-RGP;24.al.1.4ø;Charles Madouxlaan 2, 1160 OUDERGEM
2020;58,00 ?;17-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.7ø;Place de l'Amiti‚ F2, 1160 AUDERGHEM
2020;58,00 ?;17-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.4;Chauss‚e de Wavre F1123, 1160 AUDERGHEM
2020;58,00 ?;17-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.4;Avenue G. E. Lebon 12, 1160 AUDERGHEM
2020;58,00 ?;17-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.4;Avenue G. E. Lebon 112, 1160 AUDERGHEM
2020;58,00 ?;17-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.4;Avenue G. E. Lebon 132, 1160 AUDERGHEM
2020;350,00 ?;17-02-20;Administrative;Fran‡ais;AUDERGHEM-RGP;44;Boulevard du Triomphe 36, 1160 AUDERGHEM
2020;58,00 ?;17-02-20;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.1ø;St-Juliaanskerklaan, 18 1160 AUDERGHEM
2020;58,00 ?;17-02-20;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.1ø;Avenue Charles Schaller 54, 1160 AUDERGHEM
2020;58,00 ?;17-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.1;Avenue des Passereaux, 39 1160 AUDERGHEM
2020;58,00 ?;17-02-20;Stationnement;N‚erlandais;AUDERGHEM-RGP;77.5;Jules Cockxstraat, 9 1160 AUDERGHEM
2020;58,00 ?;17-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Rue Jules Cockx, 9 1160 AUDERGHEM
2020;58,00 ?;17-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Rue Jules Cockx, 9 1160 AUDERGHEM
2020;58,00 ?;17-02-20;Stationnement;Fran‡ais;Code de la route;77.5;Rue Jules Cockx 9, 1160 AUDERGHEM
2020;58,00 ?;17-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Rue Jules Cockx, 9 1160 AUDERGHEM
2020;58,00 ?;17-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Rue Jules Cockx, 9 1160 AUDERGHEM
2020;58,00 ?;17-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Rue Jules Cockx, 9 1160 AUDERGHEM
2020;58,00 ?;17-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Rue Jules Cockx, 9 1160 AUDERGHEM
2020;58,00 ?;17-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Jules Cockxstraat, 9 1160 AUDERGHEM
2020;58,00 ?;17-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2020;58,00 ?;17-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2020;350,00 ?;17-02-20;Administrative;Fran‡ais;AUDERGHEM-RGP;44;Rue Emile Idiers 18, 1160 AUDERGHEM
2020;175,00 ?;17-02-20;Administrative;Fran‡ais;Code de la route;51 bis + 44;Avenue G. E. Lebon 4, 1160 AUDERGHEM
2020;58,00 ?;18-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Avenue des FrŠres Goemaere F48, 1160 AUDERGHEM
2020;58,00 ?;18-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;23.1.1ø + 70.2.1.1ø;Rue Emile Steeno 4, 1160 AUDERGHEM
2020;58,00 ?;18-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.3ø;Avenue des Traquets, 147 1160 AUDERGHEM
2020;58,00 ?;18-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.7ø;Place de l'Amiti‚, face12 1160 AUDERGHEM
2020;58,00 ?;18-02-20;Stationnement;Fran‡ais;Code de la route;24.al.1.7ø;Avenue du Paepedelle , 1160 AUDERGHEM
2020;58,00 ?;18-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.7ø;Avenue du Paepedelle,  1160 AUDERGHEM
2020;58,00 ?;18-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.7ø;Avenue des Paradisiers,  1160 AUDERGHEM
2020;58,00 ?;18-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Avenue Henri de BrouckŠre 1, 1160 AUDERGHEM
2020;58,00 ?;18-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Chauss‚e de Wavre, 1470 1160 AUDERGHEM
2020;58,00 ?;18-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Chauss‚e de Wavre, 1470 1160 AUDERGHEM
2020;58,00 ?;18-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Chauss‚e de Wavre, 1430 1160 AUDERGHEM
2020;58,00 ?;18-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Chauss‚e de Wavre, F 1353 1160 AUDERGHEM
2020;58,00 ?;18-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Chauss‚e de Wavre, f 1353 1160 AUDERGHEM
2020;58,00 ?;18-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Boulevard du Triomphe, 75 1160 AUDERGHEM
2020;116,00 ?;18-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Rue Valduc, 229 1160 AUDERGHEM
2020;58,00 ?;18-02-20;Stationnement;N‚erlandais;AUDERGHEM-RGP;24.al.1.7ø;Paradijsvogelslaan,  1160 AUDERGHEM
2020;58,00 ?;18-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.4;Avenue Hugo Van der Goes,  1160 AUDERGHEM
2020;58,00 ?;18-02-20;Stationnement;Fran‡ais;Code de la route;70.2.1.1ø;Avenue Jean Van Horenbeeck F 166, 1160 AUDERGHEM
2020;58,00 ?;18-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Avenue Jean Van Horenbeeck 196, 1160 AUDERGHEM
2020;58,00 ?;18-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Avenue Pr‚ des Agneaux, F 5 1160 AUDERGHEM
2020;58,00 ?;18-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Avenue Pr‚ des Agneaux, F 1-3 1160 AUDERGHEM
2020;58,00 ?;18-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue Valduc F282, 1160 AUDERGHEM
2020;0,00 ?;18-02-20;Administrative;Fran‡ais;Code de la route;44;Rue de l'Application 5, 1160 AUDERGHEM
2020;350,00 ?;18-02-20;Administrative;Fran‡ais;AUDERGHEM-RGP;44;Avenue Vandromme 16, 1160 AUDERGHEM
2020;58,00 ?;18-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;23.1.1ø + 70.2.1.1ø;Rue Emile Steeno 4, 1160 AUDERGHEM
2020;116,00 ?;18-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue Emile Steeno 4, 1160 AUDERGHEM
2020;58,00 ?;18-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.5ø;Rue Emile Steeno 9, 1160 AUDERGHEM
2020;58,00 ?;18-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.5ø;Rue Emile Steeno 9, 1160 AUDERGHEM
2020;58,00 ?;18-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;23.1.1ø;Rue Emile Steeno F17, 1160 AUDERGHEM
2020;58,00 ?;18-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;23.1.1ø;Rue Emile Steeno F17, 1160 AUDERGHEM
2020;175,00 ?;18-02-20;Administrative;Fran‡ais;AUDERGHEM-RGP;5;Rue Emile Steeno 4, 1160 AUDERGHEM
2020;116,00 ?;18-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Avenue F. E. Van Elderen 1, 1160 AUDERGHEM
2020;116,00 ?;18-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø + 23.1.1ø;Rue Emile Steeno 4, 1160 AUDERGHEM
2020;58,00 ?;18-02-20;Stationnement;Fran‡ais;Code de la route;70.2.1.1ø;Rue Valduc 239, 1160 AUDERGHEM
2020;350,00 ?;18-02-20;Administrative;Fran‡ais;Code de la route;51 bis + 44;Avenue G. E. Lebon 4, 1160 AUDERGHEM
2020;116,00 ?;19-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Avenue Charles Brassine 60, 1160 AUDERGHEM
2020;0,00 ?;19-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.4;Boulevard des Invalides F33, 1160 AUDERGHEM
2020;116,00 ?;19-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Boulevard des Invalides 13, 1160 AUDERGHEM
2020;350,00 ?;19-02-20;Administrative;N‚erlandais;AUDERGHEM-RGP;44;Kleine Wijngaardstraat 151, 1160 OUDERGEM
2020;58,00 ?;19-02-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;77.5;Jules Cockxstraat 11, 1160 AUDERGHEM
2020;58,00 ?;19-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.7ø;Avenue Josse Smets,  1160 AUDERGHEM
2020;58,00 ?;19-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Rue Jules Cockx, 11 1160 AUDERGHEM
2020;58,00 ?;19-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Rue Jules Cockx, 11 1160 AUDERGHEM
2020;58,00 ?;19-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Rue Jules Cockx 11, 1160 AUDERGHEM
2020;58,00 ?;19-02-20;Stationnement;N‚erlandais;AUDERGHEM-RGP;77.5;Jules Cockxstraat 11, 1160 AUDERGHEM
2020;58,00 ?;19-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Rue Jules Cockx, 11 1160 AUDERGHEM
2020;58,00 ?;19-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Rue Jules Cockx, 11 1160 AUDERGHEM
2020;58,00 ?;19-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.9ø;Chauss‚e de Wavre, 1658 1160 AUDERGHEM
2020;58,00 ?;19-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.3ø;Rue J.B. Vannypen, 65 1160 AUDERGHEM
2020;58,00 ?;19-02-20;Stationnement;N‚erlandais;Code de la route;77.5;Jules Cockxstraat 11, 1160 AUDERGHEM
2020;58,00 ?;19-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Rue Jules Cockx, 11 1160 AUDERGHEM
2020;58,00 ?;19-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Rue Jules Cockx 11, 1160 AUDERGHEM
2020;58,00 ?;19-02-20;Stationnement;N‚erlandais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 11 1160 AUDERGHEM
2020;58,00 ?;19-02-20;Stationnement;N‚erlandais;Code de la route;25.1.10ø;Jules Cockxstraat 11, 1160 AUDERGHEM
2020;58,00 ?;19-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Rue Jules Cockx, 11 1160 AUDERGHEM
2020;58,00 ?;19-02-20;Stationnement;N‚erlandais;AUDERGHEM-RGP;77.5;Jules Cockxstraat 11, 1160 AUDERGHEM
2020;116,00 ?;19-02-20;Stationnement;N‚erlandais;AUDERGHEM-RGP;24.al.1;J.B. De Greefsquare 8, 1160 OUDERGEM
2020;350,00 ?;19-02-20;Administrative;Fran‡ais;AUDERGHEM-RGP;51 bis + 44;Avenue G. E. Lebon 2, 1160 AUDERGHEM
2020;175,00 ?;19-02-20;Administrative;Fran‡ais;Code de la route;51 bis + 44;Avenue des Citrinelles 97, 1160 AUDERGHEM
2020;58,00 ?;20-02-20;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.1ø;Emile Idiersstraat F12, 1160 OUDERGEM
2020;58,00 ?;20-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue Emile Idiers F2, 1160 AUDERGHEM
2020;116,00 ?;20-02-20;Stationnement;N‚erlandais;AUDERGHEM-RGP;24.al.1;Emile Idiersstraat F13, 1160 OUDERGEM
2020;58,00 ?;20-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.5ø;Place Thomas Balis F6, 1160 AUDERGHEM
2020;58,00 ?;20-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;23.1.1ø;Avenue des Paradisiers 35, 1160 AUDERGHEM
2020;58,00 ?;20-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.4;Avenue des Paradisiers 33, 1160 AUDERGHEM
2020;175,00 ?;20-02-20;Administrative;Fran‡ais;AUDERGHEM-RGP;44;Rue Valduc 47, 1160 AUDERGHEM
2020;58,00 ?;20-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue de la Strat‚gie, 15 1160 AUDERGHEM
2020;116,00 ?;20-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.4ø;Chauss‚e de Wavre, 2245 1160 AUDERGHEM
2020;175,00 ?;20-02-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;44;Avenue Ren‚ Coulbaut F43, 1160 AUDERGHEM
2020;0,00 ?;20-02-20;Administrative;Fran‡ais;AUDERGHEM-RGP;44;Rue de l'Application 5, 1160 AUDERGHEM
2020;58,00 ?;20-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;23.1.1ø;Avenue des Paradisiers 41, 1160 AUDERGHEM
2020;116,00 ?;20-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Avenue des Paradisiers 20, 1160 AUDERGHEM
2020;116,00 ?;20-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Avenue Gustave Demey 33, 1160 AUDERGHEM
2020;116,00 ?;20-02-20;Stationnement;N‚erlandais;Code de la route;24.al.1;Vorstlaan 258, 1160 OUDERGEM
2020;116,00 ?;20-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Chauss‚e de Wavre 1676, 1160 AUDERGHEM
2020;116,00 ?;20-02-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1;Rue de l'Application F29, 1160 AUDERGHEM
2020;116,00 ?;21-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue Emile Steeno 4, 1160 AUDERGHEM
2020;58,00 ?;21-02-20;Stationnement;Fran‡ais;Code de la route;23.1.1ø;Chauss‚e de Wavre 1800, 1160 AUDERGHEM
2020;116,00 ?;21-02-20;Stationnement;Fran‡ais;Code de la route;24.1;Rue Jacques Bassem 10, 1160 AUDERGHEM
2020;58,00 ?;21-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Place F‚lix Govaert F4, 1160 AUDERGHEM
2020;58,00 ?;21-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Chauss‚e de Wavre F1489, 1160 AUDERGHEM
2020;0,00 ?;21-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;27bis;Chauss‚e de Wavre 1422, 1160 AUDERGHEM
2020;116,00 ?;21-02-20;Stationnement;Fran‡ais;Code de la route;24.al.1.4ø;Avenue Ernest Claes 2, 1160 AUDERGHEM
2020;58,00 ?;21-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Chauss‚e de Wavre 1414, 1160 AUDERGHEM
2020;58,00 ?;21-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Avenue Roger Hainaut F8, 1160 AUDERGHEM
2020;58,00 ?;21-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;23.1.1ø;Rue Emile Steeno F17, 1160 AUDERGHEM
2020;58,00 ?;21-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;23.1.1ø;Rue Emile Steeno F15, 1160 AUDERGHEM
2020;116,00 ?;21-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue Emile Steeno 4, 1160 AUDERGHEM
2020;58,00 ?;21-02-20;Stationnement;N‚erlandais;Code de la route;70.2.1.1ø;Emile Steenostraat 4, 1160 OUDERGEM
2020;116,00 ?;21-02-20;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.1ø + 23.1.1ø;Emile Steenostraat 4, 1160 OUDERGEM
2020;58,00 ?;21-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue Edouard Henrard 8, 1160 AUDERGHEM
2020;58,00 ?;21-02-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1.5ø;Rue Emile Idiers 41, 1160 AUDERGHEM
2020;58,00 ?;21-02-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;70.2.1.1ø;Chauss‚e de Wavre F1660, 1160 AUDERGHEM
2020;58,00 ?;21-02-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;70.2.1.1ø;Chauss‚e de Wavre 1745, 1160 AUDERGHEM
2020;58,00 ?;21-02-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;77.5;Clos des Pommiers Fleuris F22, 1160 AUDERGHEM
2020;58,00 ?;22-02-20;Stationnement;Fran‡ais;Code de la route;25.1.3ø;Avenue du Chant d'Oiseau 138, 1160 AUDERGHEM
2020;58,00 ?;22-02-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;77.4;Rue Jules Cockx, 6 1160 AUDERGHEM
2020;58,00 ?;23-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Place de l'Amiti‚, 12 1160 AUDERGHEM
2020;58,00 ?;23-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.7ø;Avenue des Volontaires,  1160 AUDERGHEM
2020;58,00 ?;23-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.7ø;Avenue du Paepedelle,  1160 AUDERGHEM
2020;58,00 ?;23-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.7ø;Avenue du Paepedelle,  1160 AUDERGHEM
2020;58,00 ?;23-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue Valduc, 282 1160 AUDERGHEM
2020;0,00 ?;24-02-20;Administrative;Fran‡ais;AUDERGHEM-RGP;44;Rue de l'Application F14, 1160 AUDERGHEM
2020;116,00 ?;24-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Avenue G. E. Lebon F84, 1160 AUDERGHEM
2020;175,00 ?;24-02-20;Administrative;Fran‡ais;AUDERGHEM-RGP;44;Avenue Dr. Edmond Cordier 23, 1160 AUDERGHEM
2020;116,00 ?;24-02-20;Stationnement;Fran‡ais;Code de la route;24.al.1;Avenue Henri de BrouckŠre 76, 1160 AUDERGHEM
2020;58,00 ?;24-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.3ø;Rue Antonius Dewinter, 32 1160 AUDERGHEM
2020;175,00 ?;24-02-20;Administrative;N‚erlandais;AUDERGHEM-RGP;11;Reigersboslaan BAV, 1160 OUDERGEM
2020;58,00 ?;25-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Avenue G. E. Lebon 110, 1160 AUDERGHEM
2020;58,00 ?;25-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.7ø;Avenue du Paepedelle 22, 1160 AUDERGHEM
2020;58,00 ?;25-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;23.1.1ø;Avenue Andr‚ Drouart F44, 1160 AUDERGHEM
2020;58,00 ?;25-02-20;Stationnement;N‚erlandais;AUDERGHEM-RGP;23.1.1ø;Andr‚ Drouartlaan F52, 1160 OUDERGEM
2020;58,00 ?;25-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.4;Avenue Ginette Javaux 10, 1160 AUDERGHEM
2020;58,00 ?;25-02-20;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.1ø;Avenue Dr. Edmond Cordier 1, 1160 AUDERGHEM
2020;58,00 ?;25-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Place de l'Amiti‚, 2 1160 AUDERGHEM
2020;58,00 ?;25-02-20;Stationnement;N‚erlandais;AUDERGHEM-RGP;77.4;Nijvelse dreef, 180 1160 AUDERGHEM
2020;58,00 ?;25-02-20;Stationnement;N‚erlandais;AUDERGHEM-RGP;77.4;Nijvelse dreef, 180 1160 AUDERGHEM
2020;58,00 ?;25-02-20;Stationnement;Fran‡ais;Code de la route;70.2.1.1ø;Avenue Dr. Edmond Cordier 1, 1160 AUDERGHEM
2020;58,00 ?;25-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue du Moulin … Papier,  1160 AUDERGHEM
2020;116,00 ?;25-02-20;Stationnement;Fran‡ais;Code de la route;24.al.1.4ø;Avenue Ernest Claes 2, 1160 AUDERGHEM
2020;116,00 ?;25-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Avenue Charles Dierickx 6, 1160 AUDERGHEM
2020;58,00 ?;25-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Chauss‚e de Wavre 1745, 1160 AUDERGHEM
2020;116,00 ?;25-02-20;Stationnement;N‚erlandais;AUDERGHEM-RGP;24.al.1.7ø;Kleine Wijngaardstraat 242, 1160 OUDERGEM
2020;58,00 ?;25-02-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;70.2.1.1ø + 121;Chauss‚e de Wavre 1745, 1160 AUDERGHEM
2020;116,00 ?;26-02-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1;Boulevard du Souverain 165, 1160 AUDERGHEM
2020;58,00 ?;26-02-20;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.1ø;Emile Idiersstraat 2, 1160 OUDERGEM
2020;58,00 ?;26-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Chauss‚e de Wavre 1434, 1160 AUDERGHEM
2020;58,00 ?;26-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.3ø;Avenue Louis Vercauteren 20, 1160 AUDERGHEM
2020;58,00 ?;26-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue Emile Idiers 14, 1160 AUDERGHEM
2020;58,00 ?;26-02-20;Stationnement;Fran‡ais;Code de la route;70.2.1.1ø;Avenue de l'Eglise St-Julien 18, 1160 AUDERGHEM
2020;58,00 ?;26-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Avenue de l'Eglise St-Julien 18, 1160 AUDERGHEM
2020;0,00 ?;26-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;27bis;Rue Emile Idiers 18, 1160 AUDERGHEM
2020;116,00 ?;26-02-20;Stationnement;N‚erlandais;AUDERGHEM-RGP;24.al.1;Emile Idiersstraat F1, 1160 OUDERGEM
2020;58,00 ?;26-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Chauss‚e de Wavre 1745, 1160 AUDERGHEM
2020;116,00 ?;26-02-20;Stationnement;N‚erlandais;AUDERGHEM-RGP;24.al.1;Waverse steenweg 1676, 1160 OUDERGEM
2020;116,00 ?;26-02-20;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Boulevard du Souverain 165, 1160 AUDERGHEM
2020;58,00 ?;26-02-20;Administrative;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Chauss‚e de Wavre 1745, 1160 AUDERGHEM
