Ann‚e faits;Montant total;Date faits;Cat‚gorie;Langue;RŠglement;Infractions;Lieu
2020;58,00 ?;15-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 23.1.1ø;Avenue Andr‚ Drouart 27, 1160 AUDERGHEM
2020;58,00 ?;15-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 24.al.1.4ø;Place Thomas Balis, F6 1160 AUDERGHEM
2020;350,00 ?;15-06-20;Administrative;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;55;Rue Emile Idiers 18, 1160 AUDERGHEM
2020;350,00 ?;15-06-20;Administrative;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;55 + 56;DrŠve du Renard 14-16, 1160 AUDERGHEM
2020;350,00 ?;15-06-20;Administrative;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;55 + 56;Vosdreef 14-16, 1160 OUDERGEM
2020;350,00 ?;15-06-20;Administrative;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;55;Avenue Colonel Daumerie 28, 1160 AUDERGHEM
2020;350,00 ?;15-06-20;Administrative;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;55 + 56;Avenue Walckiers 85, 1160 AUDERGHEM
2020;58,00 ?;16-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;77.8;Avenue G. E. Lebon, 14 1160 AUDERGHEM
2020;116,00 ?;16-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1;Avenue du Kouter 97, 1160 AUDERGHEM
2020;58,00 ?;16-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;25.1.9ø;Chauss‚e de Wavre, 1860 1160 AUDERGHEM
2020;58,00 ?;16-06-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;77.5;Rue Jules Cockx, 9 1160 AUDERGHEM
2020;58,00 ?;16-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;77.5;Rue Jules Cockx, 9 1160 AUDERGHEM
2020;58,00 ?;16-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;77.5;Rue Jules Cockx, 9 1160 AUDERGHEM
2020;58,00 ?;16-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Avenue des Volontaires, 1 1160 AUDERGHEM
2020;58,00 ?;16-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1.7ø;Rue du Houyoux,  1160 AUDERGHEM
2020;116,00 ?;16-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1.4ø;Avenue Charles Madoux, 2 1160 AUDERGHEM
2020;58,00 ?;16-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;77.5;Avenue G. E. Lebon F10, 1160 AUDERGHEM
2020;58,00 ?;16-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1.7ø;Avenue Charles Schaller , 1160 AUDERGHEM
2020;58,00 ?;16-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;77.5;Avenue G. E. Lebon F10, 1160 AUDERGHEM
2020;58,00 ?;16-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;77.5;Avenue G. E. Lebon, 10 1160 AUDERGHEM
2020;58,00 ?;16-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;77.5;Avenue G. E. Lebon, 10 1160 AUDERGHEM
2020;58,00 ?;16-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.1;Avenue G. E. Lebon, 6 1160 AUDERGHEM
2020;58,00 ?;16-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;70.2.1.2ø;Avenue des Paradisiers, 77 1160 AUDERGHEM
2020;58,00 ?;16-06-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;70.2.1.2ø;Avenue des Paradisiers, 103 1160 AUDERGHEM
2020;58,00 ?;16-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;70.2.1.2ø;Av. des Argus, F 8 1160 AUDERGHEM
2020;58,00 ?;16-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;70.2.1.2ø;Av. des Argus, F 18 1160 AUDERGHEM
2020;58,00 ?;16-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;70.2.1.2ø;Avenue Jol‚ 23, 1160 AUDERGHEM
2020;58,00 ?;16-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;70.2.1.2ø;Avenue Jol‚, 21 1160 AUDERGHEM
2020;116,00 ?;16-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1.4ø;Place Edouard Pinoy 22, 1160 AUDERGHEM
2020;58,00 ?;16-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 23.1.1ø;Avenue Jules G‚nicot 14, 1160 AUDERGHEM
2020;58,00 ?;16-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 27bis;Place Communale d'Auderghem 2, 1160 AUDERGHEM
2020;175,00 ?;16-06-20;Administrative;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;14;Avenue G. E. Lebon Bulle … verre, 1160 AUDERGHEM
2020;116,00 ?;17-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1.4ø;Avenue du Paepedelle, 93 1160 AUDERGHEM
2020;58,00 ?;17-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;77.4;Rue des Trois Ponts, 24 1160 AUDERGHEM
2020;58,00 ?;17-06-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Avenue de l'Eglise St-Julien 18, 1160 AUDERGHEM
2020;58,00 ?;17-06-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Avenue de l'Eglise St-Julien 18, 1160 AUDERGHEM
2020;58,00 ?;17-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Square du Sacr‚-Coeur 2, 1160 AUDERGHEM
2020;116,00 ?;17-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1;Avenue Jean Van Horenbeeck 176, 1160 AUDERGHEM
2020;350,00 ?;17-06-20;Administrative;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;55 + 56;Hertogendal 325, 1160 OUDERGEM
2020;350,00 ?;17-06-20;Administrative;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;55 + 56;Rue de la Strat‚gie 14, 1160 AUDERGHEM
2020;58,00 ?;18-06-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 70.2.2.1ø;Emile Idiersstraat, 35 1160 OUDERGEM
2020;58,00 ?;18-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 70.2.1.1ø;Rue Emile Idiers 41, 1160 AUDERGHEM
2020;58,00 ?;18-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 70.2.1.1ø;Rue Emile Idiers, 41 1160 AUDERGHEM
2020;58,00 ?;18-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 70.2.1.1ø;Rue Emile Idiers, F41 1160 AUDERGHEM
2020;58,00 ?;18-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 70.2.1.1ø;Rue Emile Idiers, F41 1160 AUDERGHEM
2020;58,00 ?;18-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 70.2.1.1ø;Rue Emile Idiers, F37 1160 AUDERGHEM
2020;58,00 ?;18-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 70.2.1.1ø;Rue Emile Idiers F37, 1160 AUDERGHEM
2020;58,00 ?;18-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 70.2.1.1ø;Chauss‚e de Wavre, 1745 1160 AUDERGHEM
2020;58,00 ?;18-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 70.2.1.1ø;Chauss‚e de Wavre, 1745 1160 AUDERGHEM
2020;58,00 ?;18-06-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;70.2.1.3ø;Avenue Henri Schoofs 1, 1160 AUDERGHEM
2020;116,00 ?;18-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1.4ø;Avenue Gustave Demey 117, 1160 AUDERGHEM
2020;116,00 ?;18-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1.4ø;Chauss‚e de Watermael F 53, 1160 AUDERGHEM
2020;116,00 ?;18-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1.4ø;Chauss‚e de Watermael 95, 1160 AUDERGHEM
2020;58,00 ?;18-06-20;Administrative;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;14;Avenue G. E. Lebon Bulle … verre, 1160 AUDERGHEM
2020;58,00 ?;19-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 70.2.1.1ø;Rue Emile Idiers, 14 1160 AUDERGHEM
2020;58,00 ?;19-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 27bis;Rue Emile Idiers 18, 1160 AUDERGHEM
2020;58,00 ?;19-06-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 23.1.1ø;Andr‚ Drouartlaan 27, 1160 OUDERGEM
2020;58,00 ?;19-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 23.1.1ø;Avenue Andr‚ Drouart 27, 1160 AUDERGHEM
2020;58,00 ?;19-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 77.4;Rue Fran‡ois Bekaert 1, 1160 AUDERGHEM
2020;175,00 ?;20-06-20;Administrative;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;14;Avenue G. E. Lebon Bulle … verre, 1160 AUDERGHEM
2020;58,00 ?;21-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;25.1.3ø;Rue Maurice Charlent, 19 1160 AUDERGHEM
2020;175,00 ?;21-06-20;Administrative;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;12;Avenue des Citrinelles , 1160 AUDERGHEM
2020;58,00 ?;22-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Rue du Moulin … Papier, 53 1160 AUDERGHEM
2020;58,00 ?;22-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Rue du Moulin … Papier, 53 1160 AUDERGHEM
2020;58,00 ?;22-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1.7ø;Avenue du Paepedelle,  1160 AUDERGHEM
2020;58,00 ?;22-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Avenue de l'Eglise St-Julien, 18 1160 AUDERGHEM
2020;58,00 ?;22-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1.7ø;Rue Edouard Henrard , 1160 AUDERGHEM
2020;58,00 ?;22-06-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1.7ø;Avenue Charles Madoux,  1160 AUDERGHEM
2020;116,00 ?;22-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1.4ø;Avenue des Volontaires 51, 1160 AUDERGHEM
2020;58,00 ?;22-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1.7ø;Rue Valduc,  1160 AUDERGHEM
2020;116,00 ?;22-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1.4ø;Rue Fran‡ois Bekaert 12, 1160 AUDERGHEM
2020;116,00 ?;22-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1.4ø;Avenue Daniel Boon 49, 1160 AUDERGHEM
2020;58,00 ?;23-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 70.2.1.1ø;Chauss‚e de Wavre, 1488 1160 AUDERGHEM
2020;58,00 ?;23-06-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 70.2.1.1ø;Waverse steenweg, 1488 1160 OUDERGEM
2020;58,00 ?;23-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 70.2.1.1ø;Chauss‚e de Wavre, 1236 1160 AUDERGHEM
2020;58,00 ?;23-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 70.2.1.1ø;Avenue des Volontaires, 1 1160 AUDERGHEM
2020;58,00 ?;23-06-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 23.1.1ø;Zandgroeflaan, 6 1160 OUDERGEM
2020;116,00 ?;23-06-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1.4ø;Avenue Daniel Boon, 49 1160 AUDERGHEM
2020;116,00 ?;23-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1.4ø;Avenue Daniel Boon 71A, 1160 AUDERGHEM
2020;58,00 ?;23-06-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Avenue du Parc de Woluwe ht ARA, 1160 AUDERGHEM
2020;116,00 ?;23-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1.4ø;Rue Valduc 40, 1160 AUDERGHEM
2020;58,00 ?;23-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 24.al.1;Avenue Louis Clesse 1, 1160 AUDERGHEM
2020;58,00 ?;23-06-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 70.2.1.1ø;Hertogendal, 235 1160 OUDERGEM
2020;116,00 ?;24-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1;Chauss‚e de Wavre , 1160 AUDERGHEM
2020;58,00 ?;25-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 24.al.1;Boulevard du Souverain, 165 1160 AUDERGHEM
2020;58,00 ?;25-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 70.2.1.1ø;Chauss‚e de Wavre, 1745 1160 AUDERGHEM
2020;58,00 ?;25-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 70.2.1.1ø;Rue Emile Idiers, F41 1160 AUDERGHEM
2020;58,00 ?;25-06-20;Administrative;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121;Emile Idiersstraat f41, 1160 OUDERGEM
2020;58,00 ?;25-06-20;Administrative;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 70.2.1.1ø;Rue Emile Idiers F41, 1160 AUDERGHEM
2020;58,00 ?;25-06-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121;Emile Idiersstraat 37, 1160 OUDERGEM
2020;116,00 ?;25-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1;Avenue Daniel Boon, 7 1160 AUDERGHEM
2020;58,00 ?;25-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Avenue Charles Brassine, 38 1160 AUDERGHEM
2020;58,00 ?;25-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1.7ø;Avenue du Paepedelle , 1160 AUDERGHEM
2020;175,00 ?;28-06-20;Administrative;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;14;Herdersstaflaan Glasbollen, 1160 OUDERGEM
2020;58,00 ?;29-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 77.5;Avenue G. E. Lebon, parking F10 1160 AUDERGHEM
2020;58,00 ?;29-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 77.5;Avenue G. E. Lebon, parking F8 1160 AUDERGHEM
2020;116,00 ?;29-06-20;Administrative;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 24.al.1;Nijvelse dreef 182, 1160 OUDERGEM
2020;58,00 ?;29-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 25.1.10ø;Avenue G. E. Lebon, 104 1160 AUDERGHEM
2020;58,00 ?;29-06-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 25.1.10ø;G. E. Lebonlaan, 110 1160 OUDERGEM
2020;58,00 ?;29-06-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 23.1.1ø;Ginette Javauxlaan, 14-16 1160 OUDERGEM
2020;58,00 ?;29-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;25.1.3ø;Rue Maurice Charlent 6, 1160 AUDERGHEM
2020;116,00 ?;29-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1.4ø;Rue Valduc 229, 1160 AUDERGHEM
2020;116,00 ?;29-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1.4ø;Avenue des Volontaires, 53 1160 AUDERGHEM
2020;58,00 ?;29-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;70.2.1.1ø;Rue Jules Cockx,  1160 AUDERGHEM
2020;350,00 ?;29-06-20;Administrative;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;55 + 56;Avenue Pierre Devis 29, 1160 AUDERGHEM
2020;350,00 ?;29-06-20;Administrative;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;55;Rue J. B. Vandercammen 20, 1160 AUDERGHEM
2020;116,00 ?;30-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.1;Avenue Valduchesse 4, 1160 AUDERGHEM
2020;116,00 ?;30-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.1;Avenue Valduchesse 4, 1160 AUDERGHEM
2020;116,00 ?;30-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 24.al.1;All‚e des Colzas 7, 1160 AUDERGHEM
2020;58,00 ?;30-06-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Hertogendal 352, 1160 OUDERGEM
2020;58,00 ?;30-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Avenue G. E. Lebon, 127 1160 AUDERGHEM
2020;116,00 ?;30-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 24.al.1.4ø;Place Thomas Balis F5, 1160 AUDERGHEM
2020;58,00 ?;30-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 23.1.1ø;Chauss‚e de Wavre, 1682 1160 AUDERGHEM
2020;116,00 ?;30-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 24.al.1;Chauss‚e de Wavre 1676, 1160 AUDERGHEM
2020;58,00 ?;30-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 23.1.1ø;Avenue de la SabliŠre, 4-6 1160 AUDERGHEM
2020;58,00 ?;30-06-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 23.1.1ø;Avenue de la SabliŠre, 4-6 1160 AUDERGHEM
2020;58,00 ?;01-07-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 70.2.1.1ø;Rue Emile Idiers, 14 1160 AUDERGHEM
2020;58,00 ?;01-07-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 70.2.1.1ø;Emile Idiersstraat, F1 1160 OUDERGEM
2020;58,00 ?;01-07-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 70.2.1.1ø;Chauss‚e de Wavre 1700, 1160 AUDERGHEM
2020;58,00 ?;01-07-20;Administrative;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121;Rue Emile Idiers F1, 1160 AUDERGHEM
2020;58,00 ?;01-07-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 70.2.1.1ø;Avenue des Volontaires, 1 1160 AUDERGHEM
2020;58,00 ?;01-07-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 23.1.1ø;Ginette Javauxlaan, 14-16 1160 OUDERGEM
2020;58,00 ?;01-07-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 23.1.1ø;Avenue Andr‚ Drouart, 27 1160 AUDERGHEM
2020;58,00 ?;01-07-20;Administrative;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 23.1.1ø;Andr‚ Drouartlaan 27, 1160 OUDERGEM
2020;58,00 ?;01-07-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 23.1.1ø;Avenue Andr‚ Drouart, 27 1160 AUDERGHEM
2020;58,00 ?;01-07-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;70.2.1.3ø;Avenue Henri Schoofs, 1 1160 AUDERGHEM
