Ann‚e faits;Date faits;Cat‚gorie;Langue;RŠglement;Infractions;Lieu
2017;1/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.2ø;L‚on Houyouxlaan, 2 1160 AUDERGHEM
2017;1/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.3ø;Avenue de l'Eglise St-Julien, 25 1160 AUDERGHEM
2017;2/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue du Docteur, 67 1160 AUDERGHEM
2017;2/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.1ø;Dokterstraat, 67 1160 AUDERGHEM
2017;3/01/2017;Stationnement;N‚erlandais;Code de la route;70.2.1.1ø;Avenue des Volontaires, 101 1160 AUDERGHEM
2017;3/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Chauss‚e de Wavre, 1604 1160 AUDERGHEM
2017;3/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.1ø;Waverse steenweg, 1468 1160 AUDERGHEM
2017;3/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.1ø;Waverse steenweg, 1468 1160 AUDERGHEM
2017;3/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Chauss‚e de Wavre, 1468 1160 AUDERGHEM
2017;3/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Chauss‚e de Wavre, 1468 1160 AUDERGHEM
2017;3/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Place Thomas Balis, F 4 1160 AUDERGHEM
2017;3/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Avenue du Paepedelle, 93 1160 AUDERGHEM
2017;3/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.4;Rue Gustave Jean Leclercq, 23 1160 AUDERGHEM
2017;3/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Chauss‚e de Watermael, 53 1160 AUDERGHEM
2017;3/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Avenue des Meuniers, 60 1160 AUDERGHEM
2017;3/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;77.5;Waverse steenweg, F 1850 1160 AUDERGHEM
2017;3/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;77.5;Waverse steenweg, F1850  1160 AUDERGHEM
2017;3/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;77.5;Waverse steenweg, F 1850 1160 AUDERGHEM
2017;3/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Boulevard du Souverain, 149 1160 AUDERGHEM
2017;3/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Boulevard du Souverain, 147A 1160 AUDERGHEM
2017;3/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.4;Rue Edouard Henrard, 2 1160 AUDERGHEM
2017;3/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;77.4;Driebruggenstraat, 24 1160 AUDERGHEM
2017;4/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue Emile Idiers, 14 , 1160 AUDERGHEM
2017;4/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.5ø;Rue Emile Idiers, 14 , 1160 AUDERGHEM
2017;4/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Place Thomas Balis, 3 , 1160 AUDERGHEM
2017;4/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;77.5;Thomas Balisplein, 3 , 1160 OUDERGEM
2017;4/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;All‚e des Colzas, 71 1160 AUDERGHEM
2017;4/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;24.al.1.4ø;Watermaalse Steenweg, 53 1160 AUDERGHEM
2017;4/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.7ø;Chauss‚e de Watermael,  1160 AUDERGHEM
2017;4/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Avenue des Meuniers, 56 1160 AUDERGHEM
2017;4/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Avenue des Meuniers, 66 1160 AUDERGHEM
2017;4/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Avenue du Paepedelle, 93 1160 AUDERGHEM
2017;4/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.7ø;Avenue du Paepedelle,  1160 AUDERGHEM
2017;4/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.4;Rue Jules-Emile Raymond, 8 1160 AUDERGHEM
2017;4/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.4;Rue Gustave Jean Leclercq, 10 1160 AUDERGHEM
2017;4/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Rue Valduc, 280 1160 AUDERGHEM
2017;4/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;All‚e des Colzas, 64 1160 AUDERGHEM
2017;4/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Avenue Charles Madoux, 2 1160 AUDERGHEM
2017;5/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.4;Rue Louis Marcx, 27 1160 AUDERGHEM
2017;5/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Avenue du Paepedelle, 93 1160 AUDERGHEM
2017;5/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Avenue des Volontaires, 51 1160 AUDERGHEM
2017;5/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Chauss‚e de Watermael, 53 1160 AUDERGHEM
2017;6/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1; , 1160 AUDERGHEM
2017;6/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;24.al.1 + 23.2.1ø;Jean Vanhaelenlaan, 2 , 1160 OUDERGEM
2017;6/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Avenue Ginette Javaux, 14 1160 AUDERGHEM
2017;6/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.3ø;Henri Schoofslaan, 1 1160 AUDERGHEM
2017;6/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Avenue du Kouter,  1160 AUDERGHEM
2017;6/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Avenue Isidore Geyskens, 30 1160 AUDERGHEM
2017;6/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Place Thomas Balis, face 4 1160 AUDERGHEM
2017;6/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Place Thomas Balis, face 4 1160 AUDERGHEM
2017;6/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;25.1.3ø;AmblŠvestraat, 24 1160 AUDERGHEM
2017;6/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.3ø;Rue de la Vignette, 25 1160 AUDERGHEM
2017;8/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Avenue Isidore Geyskens, 29 1160 AUDERGHEM
2017;8/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.3ø;Boulevard du Triomphe, 140 1160 AUDERGHEM
2017;8/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.3ø;Avenue Jules G‚nicot, 2 1160 AUDERGHEM
2017;9/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.1ø;Vorstlaan, 175 , 1160 OUDERGEM
2017;9/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Boulevard du Souverain, 165 , 1160 AUDERGHEM
2017;9/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Boulevard du Souverain, 262 , 1160 AUDERGHEM
2017;9/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Boulevard du Souverain, 262 , 1160 AUDERGHEM
2017;9/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Avenue Gustave Demey, 57 , 1160 AUDERGHEM
2017;9/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Avenue Gustave Demey, 57 , 1160 AUDERGHEM
2017;9/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Avenue Gustave Demey, 57 , 1160 AUDERGHEM
2017;9/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;23.1.1ø;Avenue des N‚nuphars, f30 , 1160 AUDERGHEM
2017;9/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Avenue des Volontaires, 51 1160 AUDERGHEM
2017;9/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.3ø;Vorstlaan, 91 1160 AUDERGHEM
2017;9/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.1;Chauss‚e de Wavre, 1705 1160 AUDERGHEM
2017;10/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;23.2.1ø;Avenue F. E. Van Elderen, 1 , 1160 AUDERGHEM
2017;10/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;23.1.1ø;Dorpelingstraat, t94 , 1160 OUDERGEM
2017;10/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;23.1.1ø;Rue du Villageois, 79 , 1160 AUDERGHEM
2017;10/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;23.1.1ø;Rue du Villageois, 75 , 1160 AUDERGHEM
2017;10/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;23.1.1ø;Rue du Villageois, 75 , 1160 AUDERGHEM
2017;10/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;23.1.1ø;Dorpelingstraat, t58 , 1160 OUDERGEM
2017;10/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.1ø;Waverse steenweg, 1745 , 1160 OUDERGEM
2017;10/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Chauss‚e de Wavre, 1745 , 1160 AUDERGHEM
2017;10/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Chauss‚e de Wavre, 1745 , 1160 AUDERGHEM
2017;10/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue Valduc, 352 1160 AUDERGHEM
2017;10/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.2ø;Henri Vandersaenenstraat, 13 1160 AUDERGHEM
2017;11/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;23.2.1ø + 24.al.1;Rue Guillaume Demuylder, 35 , 1160 AUDERGHEM
2017;11/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;23.2.1ø + 24.al.1;Rue Guillaume Demuylder, 35 , 1160 AUDERGHEM
2017;11/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;24.al.1;Paradijsvogelslaan, 8 , 1160 OUDERGEM
2017;11/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;24.al.1;Paradijsvogelslaan, 8 , 1160 OUDERGEM
2017;11/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;77.5;Thomas Balisplein, 3 , 1160 OUDERGEM
2017;11/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;77.5;Thomas Balisplein, 3 , 1160 OUDERGEM
2017;11/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Place Thomas Balis, 3 , 1160 AUDERGHEM
2017;11/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Place Thomas Balis, 3 , 1160 AUDERGHEM
2017;11/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.3ø;Chauss‚e de Wavre, 1691 , 1160 AUDERGHEM
2017;11/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.7ø;Avenue des Volontaires, 2 1160 AUDERGHEM
2017;11/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.4;Avenue du Paepedelle, 67 1160 AUDERGHEM
2017;11/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Rue du Railway,  1160 AUDERGHEM
2017;11/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Chauss‚e de Wavre, 1628 1160 AUDERGHEM
2017;11/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.1ø + 24.al.1.5ø;Rue de la Chasse Royale, 27 1160 AUDERGHEM
2017;12/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;23.1.1ø;Avenue de l'Eglise St-Julien, 15 , 1160 AUDERGHEM
2017;12/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;23.2.1ø;Kleine Wijngaardstraat, 242 , 1160 OUDERGEM
2017;12/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;23.2.1ø;Kleine Wijngaardstraat, 242 , 1160 OUDERGEM
2017;12/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5 + 23.2.3ø;Boulevard du Souverain, 28 , 1160 AUDERGHEM
2017;12/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5 + 23.2.3ø;Avenue du Gardon, 28 , 1160 AUDERGHEM
2017;12/01/2017;;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Avenue Isidore Geyskens, 30 , 1160 AUDERGHEM
2017;12/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Avenue Charles Schaller, 91 1160 AUDERGHEM
2017;12/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Avenue Charles Schaller, 91 1160 AUDERGHEM
2017;12/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Avenue Charles Schaller, 91 1160 AUDERGHEM
2017;12/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Avenue Charles Schaller, 91 1160 AUDERGHEM
2017;12/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Avenue Charles Schaller, 91 1160 AUDERGHEM
2017;12/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Avenue Charles Schaller, 91 1160 AUDERGHEM
2017;12/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Avenue Charles Schaller, 91 1160 AUDERGHEM
2017;12/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Avenue Charles Schaller, 91 1160 AUDERGHEM
2017;12/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Avenue Charles Schaller, 54 1160 AUDERGHEM
2017;12/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Avenue Charles Schaller, 54 1160 AUDERGHEM
2017;12/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Avenue Charles Schaller, 54 1160 AUDERGHEM
2017;12/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Avenue Charles Schaller, 54 1160 AUDERGHEM
2017;12/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.1ø;Walckierslaan, 27 1160 AUDERGHEM
2017;12/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.1ø;Walckierslaan, 27 1160 AUDERGHEM
2017;12/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;24.al.1.7ø;Hertogendal, 270 1160 AUDERGHEM
2017;12/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Chauss‚e de Wavre, 1419 1160 AUDERGHEM
2017;12/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Avenue des Meuniers, 2A 1160 AUDERGHEM
2017;12/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.7ø;Avenue des Meuniers,  1160 AUDERGHEM
2017;12/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Boulevard des Invalides, 214- 1160 AUDERGHEM
2017;12/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.1ø;Boulevard des Invalides, 214- 1160 AUDERGHEM
2017;12/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Boulevard des Invalides, 214- 1160 AUDERGHEM
2017;12/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue Edouard Henrard, 8 1160 AUDERGHEM
2017;12/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue Edouard Henrard, 8 1160 AUDERGHEM
2017;12/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.4;Avenue G. E. Lebon, 112 1160 AUDERGHEM
2017;12/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.7ø;Rue du Houyoux,  1160 AUDERGHEM
2017;12/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;24.al.1.7ø;Vrijwilligerslaan,  1160 AUDERGHEM
2017;12/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;24.al.1.4ø;Watermaalse Steenweg, 53 1160 AUDERGHEM
2017;12/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Chauss‚e de Watermael, 54 1160 AUDERGHEM
2017;12/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;77.5;Waverse steenweg, F 1850 1160 AUDERGHEM
2017;12/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;77.5;Chauss‚e de Wavre, F 1850 1160 AUDERGHEM
2017;13/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;St-Juliaanskerklaan, 27 1160 AUDERGHEM
2017;13/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.3ø;Waverse steenweg, 1179 1160 AUDERGHEM
2017;13/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.3ø;Avenue du Paepedelle, 35 1160 AUDERGHEM
2017;14/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Avenue Andr‚ Drouart, 8 1160 AUDERGHEM
2017;14/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.3ø;Place Edouard Pinoy, 1 1160 AUDERGHEM
2017;16/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.2ø;Avenue du Paepedelle, 1 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.3ø;Avenue Charles Schaller, 42 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Avenue Joseph Chaudron, 46 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue du Docteur, 67 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.2ø;Avenue des Meuniers, 73 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.2ø;Avenue des Meuniers, F 102 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.2ø;Avenue des Meuniers, F 104 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.7ø;Avenue des Meuniers,  1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.2ø;Avenue des Meuniers, F 132 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.2ø;Mulderslaan, F 144 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.2ø;Avenue des Meuniers, 131 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Avenue L‚on Houyoux, 17 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.2ø;Avenue Jean Colin, 1 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Avenue Guillaume Lefever, 35 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Avenue du Paepedelle, 93 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.2ø;Avenue du Paepedelle, 51 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.2ø;Avenue du Paepedelle, 49 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.2ø;Avenue du Paepedelle, 45 1160 AUDERGHEM
2017;16/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.2ø;Avenue du Paepedelle, 23 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.2ø;Avenue du Paepedelle, 19 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.2ø;Avenue du Paepedelle, 15 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.4;Rue Gustave Jean Leclercq, 23 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.2ø;Avenue des Paradisiers, 57 1160 AUDERGHEM
2017;16/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.2ø;Avenue des Paradisiers, 61 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.2ø;Avenue des Paradisiers, 71 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.2ø;Avenue des Paradisiers, 73 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.2ø;Avenue des Passereaux, 15 1160 AUDERGHEM
2017;16/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.2ø;Zangvogelslaan, 23 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Chauss‚e de Watermael, 54 1160 AUDERGHEM
2017;16/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;24.al.1;Jules Cockxstraat, 9 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;16/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;16/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;16/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;16/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;77.5;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;16/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;25.1.10ø;Jules Cockxstraat, 9 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;16/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;25.1.10ø;Jules Cockxstraat, 9 1160 AUDERGHEM
2017;16/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;25.1.10ø;Jules Cockxstraat, 9 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;16/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Avenue de Beaulieu, F 9 1160 AUDERGHEM
2017;17/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Avenue Charles Schaller, 54 1160 AUDERGHEM
2017;17/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Avenue Charles Schaller, 54 1160 AUDERGHEM
2017;17/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Rue Pierre Schoonejans,  1160 AUDERGHEM
2017;17/01/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;77.5;Waverse steenweg, F 1850 1160 AUDERGHEM
2017;17/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.7ø;Avenue du Paepedelle,  1160 AUDERGHEM
2017;17/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Chauss‚e de Watermael, 53 1160 AUDERGHEM
2017;18/01/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;23.1.1ø;Rue du Villageois, 125 , 1160 AUDERGHEM
