Ann‚e faits;Date faits;Cat‚gorie;Langue;RŠglement;Infractions;Lieu
2017;14/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Place Thomas Balis,  1160 AUDERGHEM
2017;14/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.4;Avenue du Paepedelle, 67 1160 AUDERGHEM
2017;14/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.4;Rue Louis Marcx, 23 1160 AUDERGHEM
2017;14/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Watermaalse Steenweg, 95 1160 AUDERGHEM
2017;15/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale, 2 , 1160 AUDERGHEM
2017;15/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale, 14 , 1160 AUDERGHEM
2017;15/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale, 14 , 1160 AUDERGHEM
2017;15/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale, 10 , 1160 AUDERGHEM
2017;15/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale, 12 , 1160 AUDERGHEM
2017;15/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale, 12 , 1160 AUDERGHEM
2017;15/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale, 15 , 1160 AUDERGHEM
2017;15/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale, 14 , 1160 AUDERGHEM
2017;15/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale, 17 , 1160 AUDERGHEM
2017;15/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5;Rue de la Chasse Royale, 1 , 1160 AUDERGHEM
2017;15/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;5 + 44;Koninklijke Jachtstraat, 14 , 1160 OUDERGEM
2017;15/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale, 6 , 1160 AUDERGHEM
2017;15/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue Adolphe Keller, 11 , 1160 AUDERGHEM
2017;15/06/2017;Stationnement;Fran‡ais;Code de la route;5 + 44;Rue Adolphe Keller, 11 , 1160 AUDERGHEM
2017;15/06/2017;Stationnement;Fran‡ais;Code de la route;;
2017;15/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale, 43 , 1160 AUDERGHEM
2017;15/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale, 1 , 1160 AUDERGHEM
2017;15/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale, 5 , 1160 AUDERGHEM
2017;15/06/2017;Administrative;Fran‡ais;AUDERGHEM-RGP;44;Avenue de la SabliŠre, f2 , 1160 AUDERGHEM
2017;15/06/2017;Administrative;Fran‡ais;AUDERGHEM-RGP;44;Avenue de la SabliŠre, f2 , 1160 AUDERGHEM
2017;15/06/2017;Administrative;Fran‡ais;AUDERGHEM-RGP;44;Avenue Valduchesse,  , 1160 AUDERGHEM
2017;15/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;24.al.1;Hertoginnedal, 3 , 1160 OUDERGEM
2017;15/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;24.al.1 + 23.2.1ø;Hertoginnedal, 4 , 1160 OUDERGEM
2017;15/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue Emile Idiers, 22 , 1160 AUDERGHEM
2017;15/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue Emile Idiers, 22 , 1160 AUDERGHEM
2017;15/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;24.al.1;Hertoginnedal, 3 , 1160 OUDERGEM
2017;15/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;77.5;Hertoginnedal, 3 , 1160 OUDERGEM
2017;15/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;24.al.1;Hertoginnedal, 3 , 1160 OUDERGEM
2017;15/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;;
2017;15/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.1ø;Invalidenlaan, 212 1160 AUDERGHEM
2017;15/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.1ø;Jacques Bassemstraat, 44 1160 AUDERGHEM
2017;15/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.3ø;Rue Jacques Bassem, 55 1160 AUDERGHEM
2017;15/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;24.al.1;Nijvelse dreef, 184 1160 AUDERGHEM
2017;16/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Place Thomas Balis, face4 1160 AUDERGHEM
2017;16/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Boulevard du Souverain, 159 1160 AUDERGHEM
2017;16/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Chauss‚e de Wavre, 1468 1160 AUDERGHEM
2017;17/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue du Railway, 8 1160 AUDERGHEM
2017;18/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Avenue Hugo Van der Goes, 31 1160 AUDERGHEM
2017;19/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;44;Oude Molenstraat, 38 , 1160 OUDERGEM
2017;19/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;44;Rue du Vieux Moulin, f1 , 1160 AUDERGHEM
2017;19/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;44;Rue du Vieux Moulin, f1 , 1160 AUDERGHEM
2017;19/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.4;Rue du Vieux Moulin, 18 , 1160 AUDERGHEM
2017;19/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;77.4;Oude Molenstraat, 1B , 1160 OUDERGEM
2017;19/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Avenue Joseph Chaudron, 120 , 1160 AUDERGHEM
2017;19/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.4;Place Edouard Pinoy, 8 , 1160 AUDERGHEM
2017;19/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.1ø;Vorstlaan, 183 , 1160 OUDERGEM
2017;19/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Boulevard du Souverain, 183 , 1160 AUDERGHEM
2017;19/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Boulevard du Souverain, 183 , 1160 AUDERGHEM
2017;19/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Place Thomas Balis, F 4 1160 AUDERGHEM
2017;19/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.4;Rue Gustave Jean Leclercq, 23 1160 AUDERGHEM
2017;19/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Chauss‚e de Wavre, 1604 1160 AUDERGHEM
2017;19/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;DrŠve de Nivelles, F 182 1160 AUDERGHEM
2017;20/06/2017;Administrative;Fran‡ais;AUDERGHEM-RGP;13;Chauss‚e de Wavre, 1660 , 1160 AUDERGHEM
2017;20/06/2017;Administrative;Fran‡ais;AUDERGHEM-RGP;23 + 44;Rue des Paysagistes, 10 , 1160 AUDERGHEM
2017;20/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Avenue Guillaume Keyen, 1 , 1160 AUDERGHEM
2017;20/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;23.2.1ø;Rue Guillaume Demuylder, 30 , 1160 AUDERGHEM
2017;20/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Avenue Auguste Oleffe, 2 , 1160 AUDERGHEM
2017;20/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue du Docteur, 67 , 1160 AUDERGHEM
2017;20/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;23.2.1ø;Rue des Paysagistes, 46 , 1160 AUDERGHEM
2017;20/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;23.2.1ø;Rue des Paysagistes, 40 , 1160 AUDERGHEM
2017;20/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Place Thomas Balis,  , 1160 AUDERGHEM
2017;20/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Chauss‚e de Wavre, 1563 1160 AUDERGHEM
2017;20/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.1ø;Invalidenlaan, 214- 1160 AUDERGHEM
2017;20/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;20/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;20/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;25.1.10ø;Jules Cockxstraat, 9 1160 AUDERGHEM
2017;20/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;20/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;20/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;20/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;25.1.10ø;Jules Cockxstraat, 9 1160 AUDERGHEM
2017;20/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;20/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;20/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;77.5;Jules Cockxstraat, 9 1160 AUDERGHEM
2017;20/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;20/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;25.1.10ø;Jules Cockxstraat, 9 1160 AUDERGHEM
2017;20/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;20/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;20/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;25.1.10ø;Jules Cockxstraat, 9 1160 AUDERGHEM
2017;20/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;25.1.10ø;Jules Cockxstraat, 9 1160 AUDERGHEM
2017;20/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;20/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;20/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;25.1.10ø;Jules Cockxstraat, 9 1160 AUDERGHEM
2017;20/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;20/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;20/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;77.5;Jules Cockxstraat, 9 1160 AUDERGHEM
2017;20/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;20/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;20/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;20/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;20/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;20/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;25.1.10ø;Jules Cockxstraat, 9 1160 AUDERGHEM
2017;20/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;20/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;25.1.10ø;Jules Cockxstraat, 9 1160 AUDERGHEM
2017;20/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;20/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;25.1.10ø;Jules Cockxstraat, 9 1160 AUDERGHEM
2017;20/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;20/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;20/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;20/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.7ø;Avenue du Paepedelle,  1160 AUDERGHEM
2017;20/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Place Thomas Balis,  1160 AUDERGHEM
2017;20/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Rue du Villageois, F 1 1160 AUDERGHEM
2017;21/06/2017;Administrative;N‚erlandais;AUDERGHEM-RGP;5;Zandgroeflaan, t2 , 1160 OUDERGEM
2017;21/06/2017;Administrative;N‚erlandais;AUDERGHEM-RGP;5;Zandgroeflaan, t2 , 1160 OUDERGEM
2017;21/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue Adolphe Keller, 5 , 1160 AUDERGHEM
2017;21/06/2017;Stationnement;Fran‡ais;Code de la route;5 + 44;Koninklijke Jachtstraat, 12 , 1160 OUDERGEM
2017;21/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale, 1 , 1160 AUDERGHEM
2017;21/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale, 1 , 1160 AUDERGHEM
2017;21/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale, 1 , 1160 AUDERGHEM
2017;21/06/2017;Stationnement;Fran‡ais;Code de la route;5 + 44;Rue de la Chasse Royale, 1 , 1160 AUDERGHEM
2017;21/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale, 1 , 1160 AUDERGHEM
2017;21/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale, 1 , 1160 AUDERGHEM
2017;21/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale, 1 , 1160 AUDERGHEM
2017;21/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale, 1 , 1160 AUDERGHEM
2017;21/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale, 1 , 1160 AUDERGHEM
2017;21/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale, 1 , 1160 AUDERGHEM
2017;21/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale, 1 , 1160 AUDERGHEM
2017;21/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale, 1 , 1160 AUDERGHEM
2017;21/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale, 1 , 1160 AUDERGHEM
2017;21/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale, 5 , 1160 AUDERGHEM
2017;21/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;5 + 44;Koninklijke Jachtstraat, 1 , 1160 OUDERGEM
2017;21/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;24.al.1 + 24.al.1.4ø;Zandgroeflaan, t2 , 1160 OUDERGEM
2017;21/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Kleine Wijngaardstraat, 76 , 1160 OUDERGEM
2017;21/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;23.1.2ø;Avenue de la SabliŠre, F2 , 1160 AUDERGHEM
2017;21/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.3ø;Boulevard des Invalides, 149 1160 AUDERGHEM
2017;21/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.3ø;Boulevard des Invalides, 159 1160 AUDERGHEM
2017;21/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.1ø;Av. Louis Dehoux,  1160 AUDERGHEM
2017;21/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.1ø;L. Dehouxlaan,  1160 AUDERGHEM
2017;21/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Av. Louis Dehoux,  1160 AUDERGHEM
2017;21/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;L. Dehouxlaan,  1160 AUDERGHEM
2017;22/06/2017;Administrative;Fran‡ais;AUDERGHEM-RGP;44;Avenue du Kouter, 252 , 1160 AUDERGHEM
2017;22/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Square Baron Robert Hankar, 3 , 1160 AUDERGHEM
2017;22/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue Edouard Henrard, 8 , 1160 AUDERGHEM
2017;22/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.4;Rue Edouard Henrard, 2 , 1160 AUDERGHEM
2017;22/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Boulevard du Triomphe, 103 , 1160 AUDERGHEM
2017;22/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;23.1.1ø;Avenue du Paepedelle, 93 , 1160 AUDERGHEM
2017;22/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.1ø;Waverse steenweg, 1240 , 1160 OUDERGEM
2017;22/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.1ø;Triomflaan, 53 , 1160 OUDERGEM
2017;22/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Triomflaan, t135 , 1160 OUDERGEM
2017;22/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Rue des Trois Ponts, 8 , 1160 AUDERGHEM
2017;22/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.1ø;Emile Idiersstraat, 20 , 1160 OUDERGEM
2017;22/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.1ø;Emile Idiersstraat, 20 , 1160 OUDERGEM
2017;22/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue Emile Idiers, 20 , 1160 AUDERGHEM
2017;22/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue Emile Idiers, 41 , 1160 AUDERGHEM
2017;22/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.1ø;Emile Idiersstraat, 41 , 1160 OUDERGEM
2017;22/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue Emile Idiers, 20 , 1160 AUDERGHEM
2017;22/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.1ø;Emile Idiersstraat, 20 , 1160 OUDERGEM
2017;22/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue Emile Idiers, 20 , 1160 OUDERGEM
2017;22/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.1ø;Emile Idiersstraat, 41 , 1160 OUDERGEM
2017;22/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.1ø;Emile Idiersstraat, 41 , 1160 OUDERGEM
2017;22/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue Emile Idiers, 41 , 1160 AUDERGHEM
2017;22/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue Emile Idiers, 41 , 1160 AUDERGHEM
2017;22/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Chauss‚e de Wavre, 2027 1160 AUDERGHEM
2017;22/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.3ø;Avenue Henri Schoofs, 1 1160 AUDERGHEM
2017;22/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;24.al.1;Sloordelle, 1 1160 AUDERGHEM
2017;22/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;77.4;Jules-Emile Raymondstraat, 8 1160 AUDERGHEM
2017;22/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Rue de l'AmblŠve, 47 1160 AUDERGHEM
2017;22/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.7ø;Avenue des Volontaires,  1160 AUDERGHEM
2017;22/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Avenue des Volontaires, 51 1160 AUDERGHEM
2017;22/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Avenue du Paepedelle, 93 1160 AUDERGHEM
2017;22/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;DrŠve de Nivelles, 43 1160 AUDERGHEM
2017;22/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;24.al.1;Paradijsvogelslaan, 10 1160 AUDERGHEM
2017;23/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale, 13 , 1160 AUDERGHEM
2017;23/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue Adolphe Keller, 14 , 1160 AUDERGHEM
2017;23/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Avenue Charles Brassine, 2 , 1160 AUDERGHEM
2017;23/06/2017;Stationnement;Fran‡ais;Code de la route;5 + 44;Rue de la Chasse Royale, 9 , 1160 AUDERGHEM
2017;23/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue Adolphe Keller, 11 , 1160 AUDERGHEM
2017;23/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue Adolphe Keller, 13 , 1160 AUDERGHEM
2017;23/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale, 13 , 1160 AUDERGHEM
2017;23/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue Adolphe Keller, 14 , 1160 AUDERGHEM
2017;23/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale, 1 , 1160 AUDERGHEM
2017;23/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale, 11 , 1160 AUDERGHEM
2017;23/06/2017;Stationnement;Fran‡ais;Code de la route;5 + 44;Rue Adolphe Keller, 11 , 1160 AUDERGHEM
2017;23/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue Adolphe Keller, 11 , 1160 AUDERGHEM
2017;23/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale, 1 , 1160 AUDERGHEM
2017;23/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;5 + 44;Koninklijke Jachtstraat, 1 , 1160 OUDERGEM
2017;23/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue Emile Idiers,  , 1160 AUDERGHEM
2017;23/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;24.al.1;Triomflaan, 117 , 1160 OUDERGEM
2017;23/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Place Thomas Balis, 3 , 1160 AUDERGHEM
2017;23/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Avenue de la SabliŠre, f2 , 1160 AUDERGHEM
2017;23/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.4 + 24.al.1.4ø;Avenue de la SabliŠre, f2 , 1160 AUDERGHEM
2017;23/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Avenue de la SabliŠre, f2 , 1160 AUDERGHEM
2017;23/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.4;Avenue de la SabliŠre, f2 , 1160 AUDERGHEM
2017;23/06/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.1ø;Gustave Demeylaan, 137 1160 AUDERGHEM
2017;24/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.3ø;Avenue G. E. Lebon, 143 1160 AUDERGHEM
2017;24/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue Jacques Bassem, 7 1160 AUDERGHEM
2017;24/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue Jacques Bassem, 7 1160 AUDERGHEM
2017;25/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Boulevard du Souverain, 49 1160 AUDERGHEM
2017;25/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Boulevard du Souverain, 49 1160 AUDERGHEM
2017;25/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Boulevard du Souverain, 51 1160 AUDERGHEM
2017;25/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Boulevard du Souverain, 51 1160 AUDERGHEM
2017;25/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Boulevard du Souverain, 53 1160 AUDERGHEM
2017;25/06/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Boulevard du Souverain, 53 1160 AUDERGHEM
